NUM_POSTE,t,Date,DOY,hour,air_temperature,PARi_import,soil_temperature,humidity,ambient_CO2,Wind,PARi
86139002,0,01/01/2021,1,1,-1.7,0,0.44,0.98,415,1,0
86139002,1,01/01/2021,1,2,-1.7,0,0.44,0.99,415,0,0
86139002,2,01/01/2021,1,3,-2.3,0,-0.04,0.99,415,1,0
86139002,3,01/01/2021,1,4,-2.1,0,0.12,0.99,415,1,0
86139002,4,01/01/2021,1,5,-2.2,0,0.04,0.99,415,1,0
86139002,5,01/01/2021,1,6,-3.4,0,-0.92,0.99,415,1,0
86139002,6,01/01/2021,1,7,-2.9,0,-0.52,0.99,415,1,0
86139002,7,01/01/2021,1,8,-2.8,0,-0.44,0.99,415,1,0
86139002,8,01/01/2021,1,9,-1.6,6,0.52,0.99,415,2,76
86139002,9,01/01/2021,1,10,0.2,22,1.96,0.99,415,2,279
86139002,10,01/01/2021,1,11,2.1,40,3.48,0.97,415,2,507
86139002,11,01/01/2021,1,12,4,50,5,0.87,415,4,634
86139002,12,01/01/2021,1,13,4.7,48,5.56,0.75,415,5,609
86139002,13,01/01/2021,1,14,4.9,40,5.72,0.74,415,6,507
86139002,14,01/01/2021,1,15,3.4,22,4.52,0.74,415,8,279
86139002,15,01/01/2021,1,16,2.5,6,3.8,0.78,415,6,76
86139002,16,01/01/2021,1,17,1.2,2,2.76,0.82,415,4,25
86139002,17,01/01/2021,1,18,0.7,0,2.36,0.89,415,3,0
86139002,18,01/01/2021,1,19,0.2,0,1.96,0.94,415,4,0
86139002,19,01/01/2021,1,20,0.1,0,1.88,0.97,415,6,0
86139002,20,01/01/2021,1,21,0.2,0,1.96,0.99,415,6,0
86139002,21,01/01/2021,1,22,0,0,1.8,0.99,415,6,0
86139002,22,01/01/2021,1,23,0,0,1.8,0.99,415,4,0
86139002,23,01/01/2021,1,24,-0.3,0,1.56,0.99,415,6,0
86139002,24,02/01/2021,2,1,-0.5,0,1.4,0.98,415,7,0
86139002,25,02/01/2021,2,2,-0.7,0,1.24,0.96,415,7,0
86139002,26,02/01/2021,2,3,-0.4,0,1.48,0.93,415,8,0
86139002,27,02/01/2021,2,4,-0.3,0,1.56,0.93,415,8,0
86139002,28,02/01/2021,2,5,-0.2,0,1.64,0.91,415,7,0
86139002,29,02/01/2021,2,6,-0.5,0,1.4,0.94,415,4,0
86139002,30,02/01/2021,2,7,-0.8,0,1.16,0.94,415,5,0
86139002,31,02/01/2021,2,8,-1.3,0,0.76,0.98,415,4,0
86139002,32,02/01/2021,2,9,-1.5,4,0.6,0.99,415,5,50
86139002,33,02/01/2021,2,10,-1.5,10,0.6,0.99,415,5,126
86139002,34,02/01/2021,2,11,-0.8,22,1.16,0.99,415,6,279
86139002,35,02/01/2021,2,12,0.6,36,2.28,0.93,415,6,457
86139002,36,02/01/2021,2,13,1.7,48,3.16,0.85,415,6,609
86139002,37,02/01/2021,2,14,2.3,40,3.64,0.77,415,5,507
86139002,38,02/01/2021,2,15,2.7,28,3.96,0.76,415,4,355
86139002,39,02/01/2021,2,16,1.6,10,3.08,0.79,415,3,126
86139002,40,02/01/2021,2,17,-0.1,2,1.72,0.9,415,1,25
86139002,41,02/01/2021,2,18,0.5,0,2.2,0.89,415,1,0
86139002,42,02/01/2021,2,19,0,0,1.8,0.92,415,1,0
86139002,43,02/01/2021,2,20,-0.2,0,1.64,0.94,415,1,0
86139002,44,02/01/2021,2,21,0.7,0,2.36,0.92,415,2,0
86139002,45,02/01/2021,2,22,1,0,2.6,0.91,415,2,0
86139002,46,02/01/2021,2,23,1.2,0,2.76,0.92,415,4,0
86139002,47,02/01/2021,2,24,1.1,0,2.68,0.94,415,3,0
86139002,48,03/01/2021,3,1,1.1,0,2.68,0.95,415,3,0
86139002,49,03/01/2021,3,2,1.2,0,2.76,0.96,415,3,0
86139002,50,03/01/2021,3,3,1.1,0,2.68,0.97,415,4,0
86139002,51,03/01/2021,3,4,1.3,0,2.84,0.97,415,4,0
86139002,52,03/01/2021,3,5,1.2,0,2.76,0.97,415,4,0
86139002,53,03/01/2021,3,6,1.5,0,3,0.97,415,2,0
86139002,54,03/01/2021,3,7,1.6,0,3.08,0.98,415,4,0
86139002,55,03/01/2021,3,8,1.3,0,2.84,0.98,415,3,0
86139002,56,03/01/2021,3,9,1.6,2,3.08,0.98,415,2,25
86139002,57,03/01/2021,3,10,2.5,12,3.8,0.96,415,2,152
86139002,58,03/01/2021,3,11,3,26,4.2,0.9,415,3,330
86139002,59,03/01/2021,3,12,4.3,36,5.24,0.81,415,2,457
86139002,60,03/01/2021,3,13,3.8,16,4.84,0.86,415,2,203
86139002,61,03/01/2021,3,14,4.1,16,5.08,0.86,415,3,203
86139002,62,03/01/2021,3,15,3.7,10,4.76,0.87,415,3,126
86139002,63,03/01/2021,3,16,2.7,2,3.96,0.94,415,5,25
86139002,64,03/01/2021,3,17,2.4,2,3.72,0.95,415,4,25
86139002,65,03/01/2021,3,18,2.1,0,3.48,0.92,415,5,0
86139002,66,03/01/2021,3,19,1.5,0,3,0.9,415,6,0
86139002,67,03/01/2021,3,20,0.9,0,2.52,0.91,415,6,0
86139002,68,03/01/2021,3,21,-0.5,0,1.4,0.94,415,4,0
86139002,69,03/01/2021,3,22,-1.2,0,0.84,0.96,415,4,0
86139002,70,03/01/2021,3,23,-1.1,0,0.92,0.97,415,2,0
86139002,71,03/01/2021,3,24,-1.8,0,0.36,0.96,415,2,0
86139002,72,04/01/2021,4,1,-1.9,0,0.28,0.99,415,2,0
86139002,73,04/01/2021,4,2,-1.4,0,0.68,0.99,415,2,0
86139002,74,04/01/2021,4,3,-1.5,0,0.6,0.99,415,2,0
86139002,75,04/01/2021,4,4,-1.1,0,0.92,0.99,415,2,0
86139002,76,04/01/2021,4,5,-0.8,0,1.16,0.99,415,4,0
86139002,77,04/01/2021,4,6,-0.6,0,1.32,0.99,415,3,0
86139002,78,04/01/2021,4,7,-0.3,0,1.56,0.99,415,2,0
86139002,79,04/01/2021,4,8,0,0,1.8,0.99,415,2,0
86139002,80,04/01/2021,4,9,0.2,2,1.96,0.99,415,3,25
86139002,81,04/01/2021,4,10,0.5,4,2.2,0.99,415,3,50
86139002,82,04/01/2021,4,11,0.9,8,2.52,0.99,415,4,101
86139002,83,04/01/2021,4,12,1.7,18,3.16,0.97,415,3,228
86139002,84,04/01/2021,4,13,2,34,3.4,0.86,415,5,431
86139002,85,04/01/2021,4,14,1.7,12,3.16,0.9,415,4,152
86139002,86,04/01/2021,4,15,1.7,6,3.16,0.89,415,4,76
86139002,87,04/01/2021,4,16,1.4,4,2.92,0.91,415,4,50
86139002,88,04/01/2021,4,17,1.2,0,2.76,0.94,415,4,0
86139002,89,04/01/2021,4,18,1.1,0,2.68,0.94,415,4,0
86139002,90,04/01/2021,4,19,1.1,0,2.68,0.95,415,4,0
86139002,91,04/01/2021,4,20,1,0,2.6,0.96,415,4,0
86139002,92,04/01/2021,4,21,1,0,2.6,0.96,415,4,0
86139002,93,04/01/2021,4,22,0.9,0,2.52,0.96,415,3,0
86139002,94,04/01/2021,4,23,0.9,0,2.52,0.96,415,4,0
86139002,95,04/01/2021,4,24,0.9,0,2.52,0.97,415,4,0
86139002,96,05/01/2021,5,1,0.9,0,2.52,0.96,415,4,0
86139002,97,05/01/2021,5,2,0.9,0,2.52,0.96,415,4,0
86139002,98,05/01/2021,5,3,0.8,0,2.44,0.96,415,4,0
86139002,99,05/01/2021,5,4,0.8,0,2.44,0.95,415,5,0
86139002,100,05/01/2021,5,5,1,0,2.6,0.95,415,6,0
86139002,101,05/01/2021,5,6,1.2,0,2.76,0.96,415,5,0
86139002,102,05/01/2021,5,7,1.3,0,2.84,0.95,415,5,0
86139002,103,05/01/2021,5,8,1.4,0,2.92,0.95,415,5,0
86139002,104,05/01/2021,5,9,1.5,2,3,0.95,415,5,25
86139002,105,05/01/2021,5,10,1.7,4,3.16,0.95,415,5,50
86139002,106,05/01/2021,5,11,1.9,6,3.32,0.95,415,4,76
86139002,107,05/01/2021,5,12,2,6,3.4,0.94,415,4,76
86139002,108,05/01/2021,5,13,2.4,8,3.72,0.92,415,4,101
86139002,109,05/01/2021,5,14,2.3,8,3.64,0.91,415,4,101
86139002,110,05/01/2021,5,15,2.3,6,3.64,0.91,415,4,76
86139002,111,05/01/2021,5,16,2.2,2,3.56,0.92,415,4,25
86139002,112,05/01/2021,5,17,2,0,3.4,0.93,415,4,0
86139002,113,05/01/2021,5,18,1.7,0,3.16,0.95,415,3,0
86139002,114,05/01/2021,5,19,1.8,0,3.24,0.96,415,2,0
86139002,115,05/01/2021,5,20,1.7,0,3.16,0.96,415,3,0
86139002,116,05/01/2021,5,21,1.5,0,3,0.97,415,3,0
86139002,117,05/01/2021,5,22,1.3,0,2.84,0.97,415,3,0
86139002,118,05/01/2021,5,23,1.2,0,2.76,0.97,415,3,0
86139002,119,05/01/2021,5,24,1,0,2.6,0.96,415,2,0
86139002,120,06/01/2021,6,1,1,0,2.6,0.96,415,2,0
86139002,121,06/01/2021,6,2,1,0,2.6,0.96,415,3,0
86139002,122,06/01/2021,6,3,0.9,0,2.52,0.97,415,3,0
86139002,123,06/01/2021,6,4,0.9,0,2.52,0.98,415,3,0
86139002,124,06/01/2021,6,5,1,0,2.6,0.98,415,2,0
86139002,125,06/01/2021,6,6,1.2,0,2.76,0.98,415,2,0
86139002,126,06/01/2021,6,7,1.3,0,2.84,0.98,415,2,0
86139002,127,06/01/2021,6,8,1.4,0,2.92,0.98,415,3,0
86139002,128,06/01/2021,6,9,1.6,4,3.08,0.97,415,3,50
86139002,129,06/01/2021,6,10,1.8,6,3.24,0.96,415,3,76
86139002,130,06/01/2021,6,11,1.9,6,3.32,0.94,415,3,76
86139002,131,06/01/2021,6,12,2,8,3.4,0.93,415,3,101
86139002,132,06/01/2021,6,13,2.1,6,3.48,0.92,415,3,76
86139002,133,06/01/2021,6,14,2.3,8,3.64,0.91,415,2,101
86139002,134,06/01/2021,6,15,2.2,6,3.56,0.91,415,2,76
86139002,135,06/01/2021,6,16,1.8,2,3.24,0.94,415,2,25
86139002,136,06/01/2021,6,17,1.8,0,3.24,0.94,415,2,0
86139002,137,06/01/2021,6,18,1.7,0,3.16,0.95,415,2,0
86139002,138,06/01/2021,6,19,1.5,0,3,0.96,415,1,0
86139002,139,06/01/2021,6,20,1.2,0,2.76,0.96,415,1,0
86139002,140,06/01/2021,6,21,1.4,0,2.92,0.97,415,2,0
86139002,141,06/01/2021,6,22,0.9,0,2.52,0.97,415,2,0
86139002,142,06/01/2021,6,23,0.4,0,2.12,0.98,415,1,0
86139002,143,06/01/2021,6,24,0.3,0,2.04,0.99,415,2,0
86139002,144,07/01/2021,7,1,-1,0,1,0.99,415,1,0
86139002,145,07/01/2021,7,2,0.5,0,2.2,0.99,415,2,0
86139002,146,07/01/2021,7,3,-0.6,0,1.32,0.99,415,2,0
86139002,147,07/01/2021,7,4,-0.8,0,1.16,0.99,415,2,0
86139002,148,07/01/2021,7,5,-2.2,0,0.04,0.99,415,0,0
86139002,149,07/01/2021,7,6,-1.6,0,0.52,0.99,415,1,0
86139002,150,07/01/2021,7,7,-0.7,0,1.24,0.99,415,2,0
86139002,151,07/01/2021,7,8,-0.3,2,1.56,0.99,415,2,25
86139002,152,07/01/2021,7,9,-0.2,6,1.64,0.99,415,2,76
86139002,153,07/01/2021,7,10,0.9,22,2.52,0.99,415,2,279
86139002,154,07/01/2021,7,11,1.5,32,3,0.99,415,2,406
86139002,155,07/01/2021,7,12,2.9,46,4.12,0.86,415,3,583
86139002,156,07/01/2021,7,13,2.8,22,4.04,0.81,415,4,279
86139002,157,07/01/2021,7,14,2.5,14,3.8,0.8,415,4,177
86139002,158,07/01/2021,7,15,2.6,4,3.88,0.8,415,3,50
86139002,159,07/01/2021,7,16,2.3,4,3.64,0.82,415,4,50
86139002,160,07/01/2021,7,17,2.2,0,3.56,0.8,415,2,0
86139002,161,07/01/2021,7,18,1.8,0,3.24,0.87,415,1,0
86139002,162,07/01/2021,7,19,1.5,0,3,0.8,415,2,0
86139002,163,07/01/2021,7,20,0,0,1.8,0.87,415,1,0
86139002,164,07/01/2021,7,21,-0.5,0,1.4,0.89,415,2,0
86139002,165,07/01/2021,7,22,-0.4,0,1.48,0.91,415,2,0
86139002,166,07/01/2021,7,23,-1,0,1,0.92,415,2,0
86139002,167,07/01/2021,7,24,-0.7,0,1.24,0.89,415,4,0
86139002,168,08/01/2021,8,1,-1,0,1,0.91,415,2,0
86139002,169,08/01/2021,8,2,-1.7,0,0.44,0.9,415,3,0
86139002,170,08/01/2021,8,3,-1.2,0,0.84,0.92,415,2,0
86139002,171,08/01/2021,8,4,-2.2,0,0.04,0.93,415,2,0
86139002,172,08/01/2021,8,5,-2,0,0.2,0.92,415,2,0
86139002,173,08/01/2021,8,6,-3.5,0,-1,0.96,415,1,0
86139002,174,08/01/2021,8,7,-3.7,0,-1.16,0.98,415,1,0
86139002,175,08/01/2021,8,8,-2.6,0,-0.28,0.99,415,1,0
86139002,176,08/01/2021,8,9,-1.5,6,0.6,0.99,415,2,76
86139002,177,08/01/2021,8,10,-0.7,8,1.24,0.98,415,2,101
86139002,178,08/01/2021,8,11,0,20,1.8,0.95,415,3,253
86139002,179,08/01/2021,8,12,-0.1,20,1.72,0.95,415,4,253
86139002,180,08/01/2021,8,13,-0.1,16,1.72,0.95,415,3,203
86139002,181,08/01/2021,8,14,-0.2,12,1.64,0.96,415,3,152
86139002,182,08/01/2021,8,15,-0.9,10,1.08,0.97,415,4,126
86139002,183,08/01/2021,8,16,-0.9,4,1.08,0.98,415,4,50
86139002,184,08/01/2021,8,17,-0.6,0,1.32,0.96,415,5,0
86139002,185,08/01/2021,8,18,-0.2,0,1.64,0.91,415,5,0
86139002,186,08/01/2021,8,19,-0.2,0,1.64,0.9,415,6,0
86139002,187,08/01/2021,8,20,-1,0,1,0.92,415,5,0
86139002,188,08/01/2021,8,21,-1.2,0,0.84,0.95,415,6,0
86139002,189,08/01/2021,8,22,-1.4,0,0.68,0.95,415,6,0
86139002,190,08/01/2021,8,23,-1.3,0,0.76,0.95,415,6,0
86139002,191,08/01/2021,8,24,-1.4,0,0.68,0.94,415,6,0
86139002,192,09/01/2021,9,1,-1.3,0,0.76,0.95,415,7,0
86139002,193,09/01/2021,9,2,-1.2,0,0.84,0.94,415,8,0
86139002,194,09/01/2021,9,3,-1.1,0,0.92,0.93,415,7,0
86139002,195,09/01/2021,9,4,-1.2,0,0.84,0.95,415,8,0
86139002,196,09/01/2021,9,5,-1.3,0,0.76,0.96,415,8,0
86139002,197,09/01/2021,9,6,-1,0,1,0.94,415,9,0
86139002,198,09/01/2021,9,7,-1,0,1,0.93,415,8,0
86139002,199,09/01/2021,9,8,-0.7,0,1.24,0.91,415,8,0
86139002,200,09/01/2021,9,9,-0.6,6,1.32,0.9,415,9,76
86139002,201,09/01/2021,9,10,-0.1,10,1.72,0.89,415,9,126
86139002,202,09/01/2021,9,11,1.2,28,2.76,0.84,415,10,355
86139002,203,09/01/2021,9,12,1.9,38,3.32,0.8,415,10,482
86139002,204,09/01/2021,9,13,1.8,42,3.24,0.8,415,10,533
86139002,205,09/01/2021,9,14,2,40,3.4,0.79,415,10,507
86139002,206,09/01/2021,9,15,1.8,26,3.24,0.79,415,10,330
86139002,207,09/01/2021,9,16,1.5,10,3,0.83,415,12,126
86139002,208,09/01/2021,9,17,1,2,2.6,0.84,415,10,25
86139002,209,09/01/2021,9,18,0.2,0,1.96,0.89,415,10,0
86139002,210,09/01/2021,9,19,-0.2,0,1.64,0.91,415,8,0
86139002,211,09/01/2021,9,20,-0.1,0,1.72,0.86,415,8,0
86139002,212,09/01/2021,9,21,-0.2,0,1.64,0.84,415,8,0
86139002,213,09/01/2021,9,22,-0.2,0,1.64,0.83,415,10,0
86139002,214,09/01/2021,9,23,-0.2,0,1.64,0.84,415,10,0
86139002,215,09/01/2021,9,24,-0.5,0,1.4,0.85,415,10,0
86139002,216,10/01/2021,10,1,-0.9,0,1.08,0.88,415,10,0
86139002,217,10/01/2021,10,2,-1.2,0,0.84,0.9,415,9,0
86139002,218,10/01/2021,10,3,-1.2,0,0.84,0.89,415,9,0
86139002,219,10/01/2021,10,4,-1.5,0,0.6,0.9,415,9,0
86139002,220,10/01/2021,10,5,-1.7,0,0.44,0.9,415,10,0
86139002,221,10/01/2021,10,6,-1.8,0,0.36,0.9,415,10,0
86139002,222,10/01/2021,10,7,-1.8,0,0.36,0.89,415,9,0
86139002,223,10/01/2021,10,8,-1.9,0,0.28,0.89,415,10,0
86139002,224,10/01/2021,10,9,-0.8,10,1.16,0.85,415,9,126
86139002,225,10/01/2021,10,10,0.5,26,2.2,0.78,415,10,330
86139002,226,10/01/2021,10,11,1.7,42,3.16,0.74,415,12,533
86139002,227,10/01/2021,10,12,2.2,48,3.56,0.74,415,12,609
86139002,228,10/01/2021,10,13,2.6,52,3.88,0.75,415,13,660
86139002,229,10/01/2021,10,14,2.7,42,3.96,0.73,415,12,533
86139002,230,10/01/2021,10,15,2.8,32,4.04,0.73,415,12,406
86139002,231,10/01/2021,10,16,2.1,14,3.48,0.76,415,12,177
86139002,232,10/01/2021,10,17,1.4,2,2.92,0.77,415,10,25
86139002,233,10/01/2021,10,18,1,0,2.6,0.79,415,8,0
86139002,234,10/01/2021,10,19,0.8,0,2.44,0.8,415,9,0
86139002,235,10/01/2021,10,20,0.5,0,2.2,0.81,415,10,0
86139002,236,10/01/2021,10,21,0.3,0,2.04,0.82,415,9,0
86139002,237,10/01/2021,10,22,-0.2,0,1.64,0.85,415,8,0
86139002,238,10/01/2021,10,23,-0.6,0,1.32,0.86,415,6,0
86139002,239,10/01/2021,10,24,-1.2,0,0.84,0.9,415,6,0
86139002,240,11/01/2021,11,1,-1.5,0,0.6,0.92,415,6,0
86139002,241,11/01/2021,11,2,-1.6,0,0.52,0.92,415,6,0
86139002,242,11/01/2021,11,3,-2,0,0.2,0.94,415,4,0
86139002,243,11/01/2021,11,4,-2.7,0,-0.36,0.95,415,5,0
86139002,244,11/01/2021,11,5,-2.4,0,-0.12,0.95,415,4,0
86139002,245,11/01/2021,11,6,-2.8,0,-0.44,0.96,415,4,0
86139002,246,11/01/2021,11,7,-2.8,0,-0.44,0.97,415,4,0
86139002,247,11/01/2021,11,8,-2.7,2,-0.36,0.98,415,3,25
86139002,248,11/01/2021,11,9,-1.9,8,0.28,0.97,415,2,101
86139002,249,11/01/2021,11,10,0.1,26,1.88,0.93,415,2,330
86139002,250,11/01/2021,11,11,2.2,42,3.56,0.86,415,3,533
86139002,251,11/01/2021,11,12,3.2,50,4.36,0.81,415,3,634
86139002,252,11/01/2021,11,13,3.9,50,4.92,0.72,415,4,634
86139002,253,11/01/2021,11,14,3.8,28,4.84,0.76,415,4,355
86139002,254,11/01/2021,11,15,3.6,14,4.68,0.77,415,3,177
86139002,255,11/01/2021,11,16,3.3,6,4.44,0.8,415,2,76
86139002,256,11/01/2021,11,17,2.6,2,3.88,0.83,415,2,25
86139002,257,11/01/2021,11,18,1.9,0,3.32,0.88,415,2,0
86139002,258,11/01/2021,11,19,1.7,0,3.16,0.92,415,4,0
86139002,259,11/01/2021,11,20,1.7,0,3.16,0.92,415,4,0
86139002,260,11/01/2021,11,21,1.6,0,3.08,0.93,415,4,0
86139002,261,11/01/2021,11,22,2,0,3.4,0.89,415,4,0
86139002,262,11/01/2021,11,23,2,0,3.4,0.9,415,4,0
86139002,263,11/01/2021,11,24,2.3,0,3.64,0.89,415,6,0
86139002,264,12/01/2021,12,1,2.9,0,4.12,0.85,415,6,0
86139002,265,12/01/2021,12,2,2.8,0,4.04,0.87,415,6,0
86139002,266,12/01/2021,12,3,2.9,0,4.12,0.89,415,6,0
86139002,267,12/01/2021,12,4,3,0,4.2,0.91,415,6,0
86139002,268,12/01/2021,12,5,3.5,0,4.6,0.91,415,4,0
86139002,269,12/01/2021,12,6,4.1,0,5.08,0.89,415,6,0
86139002,270,12/01/2021,12,7,4.1,0,5.08,0.92,415,5,0
86139002,271,12/01/2021,12,8,4.1,0,5.08,0.95,415,6,0
86139002,272,12/01/2021,12,9,4.6,4,5.48,0.94,415,6,50
86139002,273,12/01/2021,12,10,5.5,10,6.2,0.95,415,6,126
86139002,274,12/01/2021,12,11,7.7,28,7.96,0.9,415,7,355
86139002,275,12/01/2021,12,12,8.2,18,8.36,0.92,415,8,228
86139002,276,12/01/2021,12,13,8.7,22,8.76,0.89,415,10,279
86139002,277,12/01/2021,12,14,8.4,12,8.52,0.98,415,9,152
86139002,278,12/01/2021,12,15,8.6,10,8.68,0.98,415,8,126
86139002,279,12/01/2021,12,16,8.5,4,8.6,0.99,415,8,50
86139002,280,12/01/2021,12,17,8.5,2,8.6,0.99,415,8,25
86139002,281,12/01/2021,12,18,8.5,0,8.6,0.99,415,8,0
86139002,282,12/01/2021,12,19,8.6,0,8.68,0.99,415,7,0
86139002,283,12/01/2021,12,20,8.8,0,8.84,0.99,415,8,0
86139002,284,12/01/2021,12,21,9,0,9,0.99,415,7,0
86139002,285,12/01/2021,12,22,9,0,9,0.99,415,6,0
86139002,286,12/01/2021,12,23,9.1,0,9.08,0.99,415,8,0
86139002,287,12/01/2021,12,24,9.2,0,9.16,0.96,415,6,0
86139002,288,13/01/2021,13,1,9,0,9,0.96,415,6,0
86139002,289,13/01/2021,13,2,9,0,9,0.94,415,6,0
86139002,290,13/01/2021,13,3,8.8,0,8.84,0.96,415,6,0
86139002,291,13/01/2021,13,4,8.5,0,8.6,0.96,415,6,0
86139002,292,13/01/2021,13,5,8.3,0,8.44,0.96,415,6,0
86139002,293,13/01/2021,13,6,8.3,0,8.44,0.95,415,5,0
86139002,294,13/01/2021,13,7,8,0,8.2,0.98,415,5,0
86139002,295,13/01/2021,13,8,8,0,8.2,0.99,415,6,0
86139002,296,13/01/2021,13,9,8.3,4,8.44,0.99,415,6,50
86139002,297,13/01/2021,13,10,8.7,10,8.76,0.97,415,5,126
86139002,298,13/01/2021,13,11,9.2,16,9.16,0.94,415,6,203
86139002,299,13/01/2021,13,12,9.7,26,9.56,0.87,415,6,330
86139002,300,13/01/2021,13,13,9,16,9,0.88,415,8,203
86139002,301,13/01/2021,13,14,9.1,18,9.08,0.88,415,4,228
86139002,302,13/01/2021,13,15,8.8,10,8.84,0.91,415,6,126
86139002,303,13/01/2021,13,16,8.6,4,8.68,0.91,415,6,50
86139002,304,13/01/2021,13,17,8.1,2,8.28,0.95,415,6,25
86139002,305,13/01/2021,13,18,7.9,0,8.12,0.96,415,5,0
86139002,306,13/01/2021,13,19,7.9,0,8.12,0.96,415,6,0
86139002,307,13/01/2021,13,20,7.5,0,7.8,0.97,415,6,0
86139002,308,13/01/2021,13,21,7.3,0,7.64,0.97,415,5,0
86139002,309,13/01/2021,13,22,7.3,0,7.64,0.98,415,5,0
86139002,310,13/01/2021,13,23,7.1,0,7.48,0.99,415,5,0
86139002,311,13/01/2021,13,24,7.2,0,7.56,0.99,415,6,0
86139002,312,14/01/2021,14,1,7.1,0,7.48,0.99,415,6,0
86139002,313,14/01/2021,14,2,6.9,0,7.32,0.99,415,6,0
86139002,314,14/01/2021,14,3,6.9,0,7.32,0.99,415,4,0
86139002,315,14/01/2021,14,4,7,0,7.4,0.99,415,4,0
86139002,316,14/01/2021,14,5,7,0,7.4,0.99,415,4,0
86139002,317,14/01/2021,14,6,7,0,7.4,0.99,415,4,0
86139002,318,14/01/2021,14,7,7,0,7.4,0.99,415,4,0
86139002,319,14/01/2021,14,8,7.3,0,7.64,0.99,415,6,0
86139002,320,14/01/2021,14,9,7.8,6,8.04,0.99,415,6,76
86139002,321,14/01/2021,14,10,7.9,8,8.12,0.99,415,7,101
86139002,322,14/01/2021,14,11,8.6,12,8.68,0.96,415,8,152
86139002,323,14/01/2021,14,12,8.9,16,8.92,0.98,415,8,203
86139002,324,14/01/2021,14,13,9.2,14,9.16,0.99,415,9,177
86139002,325,14/01/2021,14,14,9.8,16,9.64,0.99,415,9,203
86139002,326,14/01/2021,14,15,10.3,12,10.04,0.99,415,9,152
86139002,327,14/01/2021,14,16,10.4,8,10.12,0.96,415,7,101
86139002,328,14/01/2021,14,17,9.7,2,9.56,0.94,415,6,25
86139002,329,14/01/2021,14,18,9.4,0,9.32,0.94,415,6,0
86139002,330,14/01/2021,14,19,8.8,0,8.84,0.92,415,7,0
86139002,331,14/01/2021,14,20,8.7,0,8.76,0.83,415,8,0
86139002,332,14/01/2021,14,21,8.4,0,8.52,0.81,415,7,0
86139002,333,14/01/2021,14,22,8.1,0,8.28,0.83,415,8,0
86139002,334,14/01/2021,14,23,7.6,0,7.88,0.8,415,6,0
86139002,335,14/01/2021,14,24,6.1,0,6.68,0.88,415,4,0
86139002,336,15/01/2021,15,1,5.2,0,5.96,0.9,415,4,0
86139002,337,15/01/2021,15,2,5,0,5.8,0.92,415,5,0
86139002,338,15/01/2021,15,3,5.6,0,6.28,0.89,415,6,0
86139002,339,15/01/2021,15,4,5.7,0,6.36,0.89,415,6,0
86139002,340,15/01/2021,15,5,5.7,0,6.36,0.9,415,4,0
86139002,341,15/01/2021,15,6,5.3,0,6.04,0.96,415,3,0
86139002,342,15/01/2021,15,7,5.8,0,6.44,0.88,415,7,0
86139002,343,15/01/2021,15,8,5.5,0,6.2,0.85,415,7,0
86139002,344,15/01/2021,15,9,5.4,6,6.12,0.83,415,6,76
86139002,345,15/01/2021,15,10,5.6,18,6.28,0.82,415,8,228
86139002,346,15/01/2021,15,11,5.4,18,6.12,0.85,415,6,228
86139002,347,15/01/2021,15,12,5.3,18,6.04,0.88,415,6,228
86139002,348,15/01/2021,15,13,5.4,20,6.12,0.83,415,6,253
86139002,349,15/01/2021,15,14,4.9,20,5.72,0.84,415,6,253
86139002,350,15/01/2021,15,15,5.2,20,5.96,0.74,415,7,253
86139002,351,15/01/2021,15,16,4.7,8,5.56,0.72,415,6,101
86139002,352,15/01/2021,15,17,2.4,2,3.72,0.8,415,5,25
86139002,353,15/01/2021,15,18,1.3,0,2.84,0.84,415,2,0
86139002,354,15/01/2021,15,19,0.8,0,2.44,0.88,415,4,0
86139002,355,15/01/2021,15,20,0.1,0,1.88,0.88,415,4,0
86139002,356,15/01/2021,15,21,-0.7,0,1.24,0.89,415,2,0
86139002,357,15/01/2021,15,22,-1,0,1,0.89,415,2,0
86139002,358,15/01/2021,15,23,-1.8,0,0.36,0.91,415,2,0
86139002,359,15/01/2021,15,24,-2.6,0,-0.28,0.96,415,0,0
86139002,360,16/01/2021,16,1,-2.7,0,-0.36,0.98,415,0,0
86139002,361,16/01/2021,16,2,-3.2,0,-0.76,0.98,415,2,0
86139002,362,16/01/2021,16,3,-3.1,0,-0.68,0.98,415,1,0
86139002,363,16/01/2021,16,4,-3,0,-0.6,0.99,415,0,0
86139002,364,16/01/2021,16,5,-2.4,0,-0.12,0.99,415,0,0
86139002,365,16/01/2021,16,6,-2,0,0.2,0.98,415,1,0
86139002,366,16/01/2021,16,7,-1.4,0,0.68,0.97,415,2,0
86139002,367,16/01/2021,16,8,-0.9,0,1.08,0.92,415,2,0
86139002,368,16/01/2021,16,9,-0.4,6,1.48,0.86,415,4,76
86139002,369,16/01/2021,16,10,0,10,1.8,0.86,415,6,126
86139002,370,16/01/2021,16,11,0.4,14,2.12,0.87,415,6,177
86139002,371,16/01/2021,16,12,1.4,22,2.92,0.86,415,4,279
86139002,372,16/01/2021,16,13,2.4,22,3.72,0.85,415,6,279
86139002,373,16/01/2021,16,14,3.1,18,4.28,0.87,415,6,228
86139002,374,16/01/2021,16,15,3.8,12,4.84,0.88,415,6,152
86139002,375,16/01/2021,16,16,4.4,8,5.32,0.91,415,8,101
