t,plant,axis,organ,Uptake_Nitrates
884,1,MS,roots,0.10955806
885,1,MS,roots,0.11959479
886,1,MS,roots,0.12797323
887,1,MS,roots,0.13256756
888,1,MS,roots,0.12951993
889,1,MS,roots,0.11450453
890,1,MS,roots,0.10065763
891,1,MS,roots,0.08243592
892,1,MS,roots,0.08168554
893,1,MS,roots,0.08087805
894,1,MS,roots,0.07988168
895,1,MS,roots,0.07888272
896,1,MS,roots,0.07791542
897,1,MS,roots,0.0768413
898,1,MS,roots,0.07591781
899,1,MS,roots,0.07545165
900,1,MS,roots,0.07522486
901,1,MS,roots,0.07519714
902,1,MS,roots,0.07534888
903,1,MS,roots,0.07568177
904,1,MS,roots,0.07611528
905,1,MS,roots,0.07660952
906,1,MS,roots,0.0775769
907,1,MS,roots,0.07889826
908,1,MS,roots,0.08014204
909,1,MS,roots,0.08113703
910,1,MS,roots,0.10279152
911,1,MS,roots,0.10637817
912,1,MS,roots,0.10530859
913,1,MS,roots,0.07894368
914,1,MS,roots,0.07720025
915,1,MS,roots,0.07570029
916,1,MS,roots,0.07416154
917,1,MS,roots,0.07272677
918,1,MS,roots,0.07143284
919,1,MS,roots,0.07003544
920,1,MS,roots,0.06880899
921,1,MS,roots,0.06750615
922,1,MS,roots,0.06650226
923,1,MS,roots,0.06580298
924,1,MS,roots,0.06550805
925,1,MS,roots,0.06586484
926,1,MS,roots,0.06643836
927,1,MS,roots,0.06739955
928,1,MS,roots,0.06830736
929,1,MS,roots,0.06924603
930,1,MS,roots,0.07057732
931,1,MS,roots,0.07279999
932,1,MS,roots,0.10444587
933,1,MS,roots,0.11248188
934,1,MS,roots,0.13285234
935,1,MS,roots,0.13024324
936,1,MS,roots,0.12422046
937,1,MS,roots,0.0779475
938,1,MS,roots,0.07655563
939,1,MS,roots,0.07519862
940,1,MS,roots,0.07397631
941,1,MS,roots,0.07270147
942,1,MS,roots,0.07162877
943,1,MS,roots,0.07064474
944,1,MS,roots,0.0697105
945,1,MS,roots,0.06884466
946,1,MS,roots,0.06859839
947,1,MS,roots,0.06861601
948,1,MS,roots,0.0689368
949,1,MS,roots,0.0697711
950,1,MS,roots,0.07068471
951,1,MS,roots,0.07170045
952,1,MS,roots,0.07282149
953,1,MS,roots,0.07396344
954,1,MS,roots,0.07536973
955,1,MS,roots,0.0771658
956,1,MS,roots,0.10642427
957,1,MS,roots,0.1133525
958,1,MS,roots,0.11942056
959,1,MS,roots,0.12087618
960,1,MS,roots,0.12079424
961,1,MS,roots,0.1204804
962,1,MS,roots,0.11997957
963,1,MS,roots,0.12172429
964,1,MS,roots,0.12233678
965,1,MS,roots,0.12413602
966,1,MS,roots,0.12361331
967,1,MS,roots,0.1291054
968,1,MS,roots,0.12865582
969,1,MS,roots,0.12817519
970,1,MS,roots,0.12769301
971,1,MS,roots,0.12363137
972,1,MS,roots,0.12190792
973,1,MS,roots,0.12250772
974,1,MS,roots,0.12429416
975,1,MS,roots,0.12376136
976,1,MS,roots,0.12207124
977,1,MS,roots,0.12155092
978,1,MS,roots,0.12341753
979,1,MS,roots,0.12551605
980,1,MS,roots,0.13418724
981,1,MS,roots,0.13587724
982,1,MS,roots,0.13378708
983,1,MS,roots,0.13146214
984,1,MS,roots,0.12772054
985,1,MS,roots,0.12745474
986,1,MS,roots,0.12588407
987,1,MS,roots,0.12425306
988,1,MS,roots,0.1225935
989,1,MS,roots,0.1267232
990,1,MS,roots,0.12736496
991,1,MS,roots,0.13916784
992,1,MS,roots,0.13232021
993,1,MS,roots,0.13176184
994,1,MS,roots,0.13117334
995,1,MS,roots,0.12581651
996,1,MS,roots,0.12290179
997,1,MS,roots,0.12002543
998,1,MS,roots,0.11938608
999,1,MS,roots,0.12093566
1000,1,MS,roots,0.12359079
1001,1,MS,roots,0.12976956
1002,1,MS,roots,0.13392451
1003,1,MS,roots,0.14384247
1004,1,MS,roots,0.15228455
1005,1,MS,roots,0.1556893
1006,1,MS,roots,0.16494924
1007,1,MS,roots,0.16813539
1008,1,MS,roots,0.17047905
1009,1,MS,roots,0.17638028
1010,1,MS,roots,0.1763417
1011,1,MS,roots,0.17380741
1012,1,MS,roots,0.16898474
1013,1,MS,roots,0.169059
1014,1,MS,roots,0.16509489
1015,1,MS,roots,0.15742481
1016,1,MS,roots,0.1493311
1017,1,MS,roots,0.13875534
1018,1,MS,roots,0.13595495
1019,1,MS,roots,0.13096433
1020,1,MS,roots,0.11992141
1021,1,MS,roots,0.11352607
1022,1,MS,roots,0.09941584
1023,1,MS,roots,0.09650998
1024,1,MS,roots,0.08674955
1025,1,MS,roots,0.07451622
1026,1,MS,roots,0.08500736
1027,1,MS,roots,0.09176916
1028,1,MS,roots,0.09588045
1029,1,MS,roots,0.10090985
1030,1,MS,roots,0.10615685
1031,1,MS,roots,0.10619466
1032,1,MS,roots,0.105881
1033,1,MS,roots,0.10459427
1034,1,MS,roots,0.10059138
1035,1,MS,roots,0.10024946
1036,1,MS,roots,0.09427478
1037,1,MS,roots,0.09875502
1038,1,MS,roots,0.09197205
1039,1,MS,roots,0.0948164
1040,1,MS,roots,0.09090157
1041,1,MS,roots,0.08709041
1042,1,MS,roots,0.08485139
1043,1,MS,roots,0.08120047
1044,1,MS,roots,0.07974023
1045,1,MS,roots,0.07822665
1046,1,MS,roots,0.07410903
1047,1,MS,roots,0.07274376
1048,1,MS,roots,0.07196208
1049,1,MS,roots,0.06934085
1050,1,MS,roots,0.07050865
1051,1,MS,roots,0.070727
1052,1,MS,roots,0.07327799
1053,1,MS,roots,0.07625699
1054,1,MS,roots,0.08018875
1055,1,MS,roots,0.0822288
1056,1,MS,roots,0.08366317
1057,1,MS,roots,0.08631795
1058,1,MS,roots,0.08843294
1059,1,MS,roots,0.08992013
1060,1,MS,roots,0.08934227
1061,1,MS,roots,0.08191798
1062,1,MS,roots,0.08107982
1063,1,MS,roots,0.07933321
1064,1,MS,roots,0.07616652
1065,1,MS,roots,0.07562429
1066,1,MS,roots,0.07119596
1067,1,MS,roots,0.06823843
1068,1,MS,roots,0.066545
1069,1,MS,roots,0.06320434
1070,1,MS,roots,0.05803211
1071,1,MS,roots,0.05386404
1072,1,MS,roots,0.05008264
1073,1,MS,roots,0.05097662
1074,1,MS,roots,0.05390343
1075,1,MS,roots,0.05962925
1076,1,MS,roots,0.06319556
1077,1,MS,roots,0.06929176
1078,1,MS,roots,0.07360998
1079,1,MS,roots,0.08146277
1080,1,MS,roots,0.08736887
1081,1,MS,roots,0.0853178
1082,1,MS,roots,0.08082873
1083,1,MS,roots,0.08050554
1084,1,MS,roots,0.07735658
1085,1,MS,roots,0.07585753
1086,1,MS,roots,0.0779945
1087,1,MS,roots,0.07967944
1088,1,MS,roots,0.08380996
1089,1,MS,roots,0.08390759
1090,1,MS,roots,0.0802295
1091,1,MS,roots,0.08006192
1092,1,MS,roots,0.08179265
1093,1,MS,roots,0.08115181
1094,1,MS,roots,0.07970445
1095,1,MS,roots,0.06995325
1096,1,MS,roots,0.06445541
1097,1,MS,roots,0.06222325
1098,1,MS,roots,0.05805726
1099,1,MS,roots,0.05253467
1100,1,MS,roots,0.05630453
1101,1,MS,roots,0.05737398
1102,1,MS,roots,0.05985372
1103,1,MS,roots,0.05993273
1104,1,MS,roots,0.06073691
1105,1,MS,roots,0.05986309
1106,1,MS,roots,0.05889969
1107,1,MS,roots,0.06154411
1108,1,MS,roots,0.06230015
1109,1,MS,roots,0.06232283
1110,1,MS,roots,0.06003957
1111,1,MS,roots,0.05834807
1112,1,MS,roots,0.05721509
1113,1,MS,roots,0.05811781
1114,1,MS,roots,0.05786423
1115,1,MS,roots,0.05859025
1116,1,MS,roots,0.05974302
1117,1,MS,roots,0.06025455
1118,1,MS,roots,0.06014603
1119,1,MS,roots,0.0599868
1120,1,MS,roots,0.06085089
1121,1,MS,roots,0.06161671
1122,1,MS,roots,0.06349603
1123,1,MS,roots,0.06377189
1124,1,MS,roots,0.06541559
1125,1,MS,roots,0.06317017
1126,1,MS,roots,0.06242745
1127,1,MS,roots,0.06189773
1128,1,MS,roots,0.06090351
1129,1,MS,roots,0.05888996
1130,1,MS,roots,0.05905153
1131,1,MS,roots,0.05913071
1132,1,MS,roots,0.05966417
1133,1,MS,roots,0.05902996
1134,1,MS,roots,0.05836887
1135,1,MS,roots,0.057189
1136,1,MS,roots,0.05732292
1137,1,MS,roots,0.0573611
1138,1,MS,roots,0.05739686
1139,1,MS,roots,0.05738643
1140,1,MS,roots,0.05734199
1141,1,MS,roots,0.05722699
1142,1,MS,roots,0.05704355
1143,1,MS,roots,0.05680881
1144,1,MS,roots,0.05658739
1145,1,MS,roots,0.05633745
1146,1,MS,roots,0.05604238
1147,1,MS,roots,0.05574057
1148,1,MS,roots,0.05541827
1149,1,MS,roots,0.05512515
1150,1,MS,roots,0.05480746
1151,1,MS,roots,0.05463549
1152,1,MS,roots,0.05451947
1153,1,MS,roots,0.05440289
1154,1,MS,roots,0.05431698
1155,1,MS,roots,0.05427648
1156,1,MS,roots,0.05422103
1157,1,MS,roots,0.05414502
1158,1,MS,roots,0.05403445
1159,1,MS,roots,0.05392094
1160,1,MS,roots,0.05382126
1161,1,MS,roots,0.05372517
1162,1,MS,roots,0.05368925
1163,1,MS,roots,0.05367352
1164,1,MS,roots,0.05367984
1165,1,MS,roots,0.05371153
1166,1,MS,roots,0.05375587
1167,1,MS,roots,0.05381432
1168,1,MS,roots,0.05384413
1169,1,MS,roots,0.05384497
1170,1,MS,roots,0.05387467
1171,1,MS,roots,0.05406328
1172,1,MS,roots,0.06230871
1173,1,MS,roots,0.06328186
1174,1,MS,roots,0.0642883
1175,1,MS,roots,0.06478598
1176,1,MS,roots,0.06411989
1177,1,MS,roots,0.0567791
1178,1,MS,roots,0.05724771
1179,1,MS,roots,0.05762747
1180,1,MS,roots,0.05782568
1181,1,MS,roots,0.05809329
1182,1,MS,roots,0.05831431
1183,1,MS,roots,0.05853619
1184,1,MS,roots,0.05872937
1185,1,MS,roots,0.05888678
1186,1,MS,roots,0.05905874
1187,1,MS,roots,0.05922246
1188,1,MS,roots,0.05940651
1189,1,MS,roots,0.05966666
1190,1,MS,roots,0.05991562
1191,1,MS,roots,0.0601765
1192,1,MS,roots,0.06048157
1193,1,MS,roots,0.06083567
1194,1,MS,roots,0.06116394
1195,1,MS,roots,0.06671284
1196,1,MS,roots,0.07108964
1197,1,MS,roots,0.07170704
1198,1,MS,roots,0.07295295
1199,1,MS,roots,0.07558352
1200,1,MS,roots,0.07893522
1201,1,MS,roots,0.07656794
1202,1,MS,roots,0.07637681
1203,1,MS,roots,0.07348168
1204,1,MS,roots,0.06952105
1205,1,MS,roots,0.07146718
1206,1,MS,roots,0.07460494
1207,1,MS,roots,0.07557975
1208,1,MS,roots,0.07713327
1209,1,MS,roots,0.07449209
1210,1,MS,roots,0.07140004
1211,1,MS,roots,0.06732976
1212,1,MS,roots,0.06839051
1213,1,MS,roots,0.07124297
1214,1,MS,roots,0.06827936
1215,1,MS,roots,0.0626813
1216,1,MS,roots,0.0673296
1217,1,MS,roots,0.06585513
1218,1,MS,roots,0.06786549
1219,1,MS,roots,0.07648038
1220,1,MS,roots,0.08974001
1221,1,MS,roots,0.10211358
1222,1,MS,roots,0.10489633
1223,1,MS,roots,0.1086365
1224,1,MS,roots,0.1146745
1225,1,MS,roots,0.10323624
1226,1,MS,roots,0.10221455
1227,1,MS,roots,0.09892343
1228,1,MS,roots,0.10155596
1229,1,MS,roots,0.10012877
1230,1,MS,roots,0.10114878
1231,1,MS,roots,0.09920998
1232,1,MS,roots,0.09805244
1233,1,MS,roots,0.09426545
1234,1,MS,roots,0.09146163
1235,1,MS,roots,0.08261219
1236,1,MS,roots,0.07972489
1237,1,MS,roots,0.07980853
1238,1,MS,roots,0.07490568
1239,1,MS,roots,0.08454821
1240,1,MS,roots,0.08497621
1241,1,MS,roots,0.08538275
1242,1,MS,roots,0.0784313
1243,1,MS,roots,0.08726164
1244,1,MS,roots,0.10010491
1245,1,MS,roots,0.11396796
1246,1,MS,roots,0.12550591
1247,1,MS,roots,0.13273916
1248,1,MS,roots,0.12690623
1249,1,MS,roots,0.11949697
1250,1,MS,roots,0.11296366
1251,1,MS,roots,0.10167558
1252,1,MS,roots,0.10011606
1253,1,MS,roots,0.0991964
1254,1,MS,roots,0.09626721
1255,1,MS,roots,0.09771301
1256,1,MS,roots,0.09690294
1257,1,MS,roots,0.09622338
1258,1,MS,roots,0.0956583
1259,1,MS,roots,0.09529978
1260,1,MS,roots,0.09494636
1261,1,MS,roots,0.09488334
1262,1,MS,roots,0.09495485
1263,1,MS,roots,0.09501717
1264,1,MS,roots,0.09527619
1265,1,MS,roots,0.0968542
1266,1,MS,roots,0.10384476
1267,1,MS,roots,0.10343528
1268,1,MS,roots,0.10617045
1269,1,MS,roots,0.11018397
1270,1,MS,roots,0.11224685
1271,1,MS,roots,0.10854337
1272,1,MS,roots,0.11038384
1273,1,MS,roots,0.1042663
1274,1,MS,roots,0.10422002
1275,1,MS,roots,0.11177198
1276,1,MS,roots,0.09735935
1277,1,MS,roots,0.09729864
1278,1,MS,roots,0.09711013
1279,1,MS,roots,0.09687973
1280,1,MS,roots,0.09660329
1281,1,MS,roots,0.09633233
1282,1,MS,roots,0.09600854
1283,1,MS,roots,0.09565988
1284,1,MS,roots,0.095369
1285,1,MS,roots,0.09526104
1286,1,MS,roots,0.09519155
1287,1,MS,roots,0.09542724
1288,1,MS,roots,0.09622212
1289,1,MS,roots,0.0971504
1290,1,MS,roots,0.09786616
1291,1,MS,roots,0.09865032
1292,1,MS,roots,0.09935605
1293,1,MS,roots,0.10051094
1294,1,MS,roots,0.10221775
1295,1,MS,roots,0.10354423
1296,1,MS,roots,0.10461914
1297,1,MS,roots,0.10561161
1298,1,MS,roots,0.10547632
1299,1,MS,roots,0.10473943
1300,1,MS,roots,0.10412599
1301,1,MS,roots,0.10352842
1302,1,MS,roots,0.10274586
1303,1,MS,roots,0.10203228
1304,1,MS,roots,0.1014471
1305,1,MS,roots,0.10097272
1306,1,MS,roots,0.10052949
1307,1,MS,roots,0.10018953
1308,1,MS,roots,0.09986857
1309,1,MS,roots,0.09962049
1310,1,MS,roots,0.09935969
1311,1,MS,roots,0.0989827
1312,1,MS,roots,0.09849572
1313,1,MS,roots,0.09783481
1314,1,MS,roots,0.09722616
1315,1,MS,roots,0.09694041
1316,1,MS,roots,0.09728778
1317,1,MS,roots,0.09776686
1318,1,MS,roots,0.09795253
1319,1,MS,roots,0.0987995
1320,1,MS,roots,0.10029589
1321,1,MS,roots,0.10131804
1322,1,MS,roots,0.10166047
1323,1,MS,roots,0.10122714
1324,1,MS,roots,0.10074287
1325,1,MS,roots,0.10021733
1326,1,MS,roots,0.09921286
1327,1,MS,roots,0.09803006
1328,1,MS,roots,0.09671909
1329,1,MS,roots,0.09530139
1330,1,MS,roots,0.09389899
1331,1,MS,roots,0.09259053
1332,1,MS,roots,0.09118074
1333,1,MS,roots,0.08964102
1334,1,MS,roots,0.08821097
1335,1,MS,roots,0.08676874
1336,1,MS,roots,0.08543882
1337,1,MS,roots,0.08384794
1338,1,MS,roots,0.08281656
1339,1,MS,roots,0.08304007
1340,1,MS,roots,0.08444985
1341,1,MS,roots,0.08720169
1342,1,MS,roots,0.09155813
1343,1,MS,roots,0.0977801
1344,1,MS,roots,0.10136107
1345,1,MS,roots,0.10182847
1346,1,MS,roots,0.10094709
1347,1,MS,roots,0.09989929
1348,1,MS,roots,0.0994337
1349,1,MS,roots,0.09931327
1350,1,MS,roots,0.09856762
1351,1,MS,roots,0.09795833
1352,1,MS,roots,0.09780119
1353,1,MS,roots,0.09718398
1354,1,MS,roots,0.09554734
1355,1,MS,roots,0.09378689
1356,1,MS,roots,0.09150115
1357,1,MS,roots,0.08844393
1358,1,MS,roots,0.08595233
1359,1,MS,roots,0.08472815
1360,1,MS,roots,0.08285112
1361,1,MS,roots,0.08036473
1362,1,MS,roots,0.07912844
1363,1,MS,roots,0.07926408
1364,1,MS,roots,0.0809472
1365,1,MS,roots,0.08380266
1366,1,MS,roots,0.0884553
1367,1,MS,roots,0.09313527
1368,1,MS,roots,0.09621727
1369,1,MS,roots,0.09760171
1370,1,MS,roots,0.0961578
1371,1,MS,roots,0.09367335
1372,1,MS,roots,0.09215099
1373,1,MS,roots,0.09142733
1374,1,MS,roots,0.09073034
1375,1,MS,roots,0.09024056
1376,1,MS,roots,0.089847
1377,1,MS,roots,0.08935549
1378,1,MS,roots,0.08881282
1379,1,MS,roots,0.08804806
1380,1,MS,roots,0.0868537
1381,1,MS,roots,0.08567816
1382,1,MS,roots,0.08444439
1383,1,MS,roots,0.08341719
1384,1,MS,roots,0.08223995
1385,1,MS,roots,0.08112679
1386,1,MS,roots,0.08046362
1387,1,MS,roots,0.08090655
1388,1,MS,roots,0.08206137
1389,1,MS,roots,0.08394659
1390,1,MS,roots,0.0868782
1391,1,MS,roots,0.09190919
1392,1,MS,roots,0.09690646
1393,1,MS,roots,0.09970125
1394,1,MS,roots,0.10082207
1395,1,MS,roots,0.10086333
1396,1,MS,roots,0.1012929
1397,1,MS,roots,0.10161496
1398,1,MS,roots,0.10154559
1399,1,MS,roots,0.10056112
1400,1,MS,roots,0.09908283
1401,1,MS,roots,0.09743443
1402,1,MS,roots,0.09443543
1403,1,MS,roots,0.08911777
1404,1,MS,roots,0.08425407
1405,1,MS,roots,0.07970492
1406,1,MS,roots,0.07573206
1407,1,MS,roots,0.07284412
1408,1,MS,roots,0.07049887
1409,1,MS,roots,0.06796668
1410,1,MS,roots,0.06594701
1411,1,MS,roots,0.06638016
1412,1,MS,roots,0.07016561
1413,1,MS,roots,0.0767564
1414,1,MS,roots,0.08480787
1415,1,MS,roots,0.09328033
1416,1,MS,roots,0.1006464
1417,1,MS,roots,0.10509318
1418,1,MS,roots,0.10544969
1419,1,MS,roots,0.10449337
1420,1,MS,roots,0.10380107
1421,1,MS,roots,0.10237828
1422,1,MS,roots,0.10084278
1423,1,MS,roots,0.09975839
1424,1,MS,roots,0.09885638
1425,1,MS,roots,0.09919748
1426,1,MS,roots,0.09876792
1427,1,MS,roots,0.0980361
1428,1,MS,roots,0.0973469
1429,1,MS,roots,0.09637309
1430,1,MS,roots,0.09538113
1431,1,MS,roots,0.09484961
1432,1,MS,roots,0.09396983
1433,1,MS,roots,0.09274833
1434,1,MS,roots,0.09151665
1435,1,MS,roots,0.09078066
1436,1,MS,roots,0.09110002
1437,1,MS,roots,0.09297627
1438,1,MS,roots,0.09707619
1439,1,MS,roots,0.10030752
1440,1,MS,roots,0.10116476
1441,1,MS,roots,0.10113487
1442,1,MS,roots,0.10044205
1443,1,MS,roots,0.09955314
1444,1,MS,roots,0.09866634
1445,1,MS,roots,0.09763308
1446,1,MS,roots,0.09651486
1447,1,MS,roots,0.09530544
1448,1,MS,roots,0.09383275
1449,1,MS,roots,0.09253038
1450,1,MS,roots,0.09140678
1451,1,MS,roots,0.09024358
1452,1,MS,roots,0.08885585
1453,1,MS,roots,0.08745342
1454,1,MS,roots,0.08587272
1455,1,MS,roots,0.0841087
1456,1,MS,roots,0.08218223
1457,1,MS,roots,0.08041399
1458,1,MS,roots,0.07892246
1459,1,MS,roots,0.07802163
1460,1,MS,roots,0.07797021
1461,1,MS,roots,0.07866946
1462,1,MS,roots,0.07927402
1463,1,MS,roots,0.07995281
1464,1,MS,roots,0.08059872
1465,1,MS,roots,0.08077391
1466,1,MS,roots,0.08005068
1467,1,MS,roots,0.07911936
1468,1,MS,roots,0.07891176
1469,1,MS,roots,0.07850536
1470,1,MS,roots,0.07839033
1471,1,MS,roots,0.07835768
1472,1,MS,roots,0.07781307
1473,1,MS,roots,0.07730387
1474,1,MS,roots,0.07509554
1475,1,MS,roots,0.0725846
1476,1,MS,roots,0.07081502
1477,1,MS,roots,0.06810089
1478,1,MS,roots,0.0655153
1479,1,MS,roots,0.06333313
1480,1,MS,roots,0.06210283
1481,1,MS,roots,0.05939283
1482,1,MS,roots,0.05727039
1483,1,MS,roots,0.05685124
1484,1,MS,roots,0.05866105
1485,1,MS,roots,0.06468608
1486,1,MS,roots,0.09403831
1487,1,MS,roots,0.09185906
1488,1,MS,roots,0.08289919
1489,1,MS,roots,0.08306763
1490,1,MS,roots,0.08384611
1491,1,MS,roots,0.08526135
1492,1,MS,roots,0.08903461
1493,1,MS,roots,0.09143583
1494,1,MS,roots,0.0983245
1495,1,MS,roots,0.09543644
1496,1,MS,roots,0.09315894
1497,1,MS,roots,0.09070674
1498,1,MS,roots,0.08816135
1499,1,MS,roots,0.0840747
1500,1,MS,roots,0.08522457
1501,1,MS,roots,0.08323138
1502,1,MS,roots,0.0804955
1503,1,MS,roots,0.07852414
1504,1,MS,roots,0.07590563
1505,1,MS,roots,0.07672234
1506,1,MS,roots,0.07687772
1507,1,MS,roots,0.08004557
1508,1,MS,roots,0.08476411
1509,1,MS,roots,0.10098174
1510,1,MS,roots,0.10812206
1511,1,MS,roots,0.10451472
1512,1,MS,roots,0.11569535
1513,1,MS,roots,0.11653894
1514,1,MS,roots,0.11730671
1515,1,MS,roots,0.1183217
1516,1,MS,roots,0.11943632
1517,1,MS,roots,0.1205555
1518,1,MS,roots,0.12131854
1519,1,MS,roots,0.1219232
1520,1,MS,roots,0.12241435
1521,1,MS,roots,0.12226617
1522,1,MS,roots,0.12152513
1523,1,MS,roots,0.12082292
1524,1,MS,roots,0.12036605
1525,1,MS,roots,0.12029337
1526,1,MS,roots,0.12040396
1527,1,MS,roots,0.12060684
1528,1,MS,roots,0.12066864
1529,1,MS,roots,0.12076492
1530,1,MS,roots,0.12106531
1531,1,MS,roots,0.12173482
1532,1,MS,roots,0.12262106
1533,1,MS,roots,0.1230484
1534,1,MS,roots,0.12304971
1535,1,MS,roots,0.1232744
1536,1,MS,roots,0.12398115
1537,1,MS,roots,0.12416738
1538,1,MS,roots,0.12383038
1539,1,MS,roots,0.12295747
1540,1,MS,roots,0.12199265
1541,1,MS,roots,0.11995832
1542,1,MS,roots,0.11878774
1543,1,MS,roots,0.11641274
1544,1,MS,roots,0.11326407
1545,1,MS,roots,0.11214201
1546,1,MS,roots,0.11136267
1547,1,MS,roots,0.10912357
1548,1,MS,roots,0.10479852
1549,1,MS,roots,0.10205339
1550,1,MS,roots,0.10073175
1551,1,MS,roots,0.09886245
1552,1,MS,roots,0.09680898
1553,1,MS,roots,0.09378354
1554,1,MS,roots,0.09044722
1555,1,MS,roots,0.08989371
1556,1,MS,roots,0.09248315
1557,1,MS,roots,0.09788136
1558,1,MS,roots,0.10462743
1559,1,MS,roots,0.11045878
1560,1,MS,roots,0.11529816
1561,1,MS,roots,0.11892357
1562,1,MS,roots,0.11976129
1563,1,MS,roots,0.11919366
1564,1,MS,roots,0.11928258
1565,1,MS,roots,0.11891339
1566,1,MS,roots,0.11900707
1567,1,MS,roots,0.11919847
1568,1,MS,roots,0.11957687
1569,1,MS,roots,0.11977762
1570,1,MS,roots,0.11929161
1571,1,MS,roots,0.11829698
1572,1,MS,roots,0.11699436
1573,1,MS,roots,0.11576564
1574,1,MS,roots,0.11471281
1575,1,MS,roots,0.11357777
1576,1,MS,roots,0.1121896
1577,1,MS,roots,0.11061614
1578,1,MS,roots,0.10904885
1579,1,MS,roots,0.10791138
1580,1,MS,roots,0.10763294
1581,1,MS,roots,0.10879389
1582,1,MS,roots,0.11097493
1583,1,MS,roots,0.11248347
1584,1,MS,roots,0.11340184
1585,1,MS,roots,0.11256893
1586,1,MS,roots,0.11002135
1587,1,MS,roots,0.10620687
1588,1,MS,roots,0.1027713
1589,1,MS,roots,0.1000624
1590,1,MS,roots,0.09747066
1591,1,MS,roots,0.09540842
1592,1,MS,roots,0.09389889
1593,1,MS,roots,0.0933802
1594,1,MS,roots,0.09336015
1595,1,MS,roots,0.09311865
1596,1,MS,roots,0.09284236
1597,1,MS,roots,0.09248286
1598,1,MS,roots,0.0919796
1599,1,MS,roots,0.0914342
1600,1,MS,roots,0.09104993
1601,1,MS,roots,0.09036041
1602,1,MS,roots,0.09000009
1603,1,MS,roots,0.09102379
1604,1,MS,roots,0.09347896
1605,1,MS,roots,0.09840614
1606,1,MS,roots,0.10689018
1607,1,MS,roots,0.11529193
1608,1,MS,roots,0.12270194
1609,1,MS,roots,0.12657037
1610,1,MS,roots,0.126843
1611,1,MS,roots,0.12656481
1612,1,MS,roots,0.12519615
1613,1,MS,roots,0.12562287
1614,1,MS,roots,0.12654091
1615,1,MS,roots,0.12709644
1616,1,MS,roots,0.12715601
1617,1,MS,roots,0.12738193
1618,1,MS,roots,0.12760475
1619,1,MS,roots,0.12796702
1620,1,MS,roots,0.12830092
1621,1,MS,roots,0.12814088
1622,1,MS,roots,0.12798453
1623,1,MS,roots,0.12807846
1624,1,MS,roots,0.12809464
1625,1,MS,roots,0.12826615
1626,1,MS,roots,0.12855248
1627,1,MS,roots,0.12987828
1628,1,MS,roots,0.13351664
1629,1,MS,roots,0.14072203
1630,1,MS,roots,0.15001865
1631,1,MS,roots,0.15739821
1632,1,MS,roots,0.16311603
1633,1,MS,roots,0.16566907
1634,1,MS,roots,0.16493233
1635,1,MS,roots,0.16301301
1636,1,MS,roots,0.15941497
1637,1,MS,roots,0.15383985
1638,1,MS,roots,0.15103054
1639,1,MS,roots,0.15055446
1640,1,MS,roots,0.15024414
1641,1,MS,roots,0.14946719
1642,1,MS,roots,0.14854935
1643,1,MS,roots,0.14505218
1644,1,MS,roots,0.14207124
1645,1,MS,roots,0.14065703
1646,1,MS,roots,0.13945731
1647,1,MS,roots,0.13833075
1648,1,MS,roots,0.13712635
1649,1,MS,roots,0.13590581
1650,1,MS,roots,0.13511723
1651,1,MS,roots,0.13603984
1652,1,MS,roots,0.13886189
1653,1,MS,roots,0.14254012
1654,1,MS,roots,0.14774151
1655,1,MS,roots,0.15475547
1656,1,MS,roots,0.16222129
1657,1,MS,roots,0.16512593
1658,1,MS,roots,0.16368111
1659,1,MS,roots,0.16141382
1660,1,MS,roots,0.16083121
1661,1,MS,roots,0.1608951
1662,1,MS,roots,0.16087704
1663,1,MS,roots,0.16089257
1664,1,MS,roots,0.16094477
1665,1,MS,roots,0.1610437
1666,1,MS,roots,0.16115729
1667,1,MS,roots,0.1613214
1668,1,MS,roots,0.16187043
1669,1,MS,roots,0.16291517
1670,1,MS,roots,0.16388226
1671,1,MS,roots,0.16516763
1672,1,MS,roots,0.16511574
1673,1,MS,roots,0.16116525
1674,1,MS,roots,0.15773407
1675,1,MS,roots,0.15849219
1676,1,MS,roots,0.16681768
1677,1,MS,roots,0.18092185
1678,1,MS,roots,0.19843295
1679,1,MS,roots,0.21503054
1680,1,MS,roots,0.22171407
1681,1,MS,roots,0.21964618
1682,1,MS,roots,0.21289675
1683,1,MS,roots,0.20464227
1684,1,MS,roots,0.20146201
1685,1,MS,roots,0.20212118
1686,1,MS,roots,0.20396672
1687,1,MS,roots,0.20567221
1688,1,MS,roots,0.20687208
1689,1,MS,roots,0.20785828
1690,1,MS,roots,0.20913932
1691,1,MS,roots,0.2110957
1692,1,MS,roots,0.21331627
1693,1,MS,roots,0.21421879
1694,1,MS,roots,0.21465992
1695,1,MS,roots,0.21528669
1696,1,MS,roots,0.21586836
1697,1,MS,roots,0.21590337
1698,1,MS,roots,0.21626508
1699,1,MS,roots,0.21787778
1700,1,MS,roots,0.22181284
1701,1,MS,roots,0.22722048
1702,1,MS,roots,0.23555249
1703,1,MS,roots,0.24329646
1704,1,MS,roots,0.24783632
1705,1,MS,roots,0.24995298
1706,1,MS,roots,0.24924906
1707,1,MS,roots,0.24760021
1708,1,MS,roots,0.24583233
1709,1,MS,roots,0.24356956
1710,1,MS,roots,0.24101913
1711,1,MS,roots,0.23865877
1712,1,MS,roots,0.23773675
