t,plant,axis,organ,Uptake_Nitrates
2535,1,MS,roots,0.2776591
2536,1,MS,roots,0.27137941
2537,1,MS,roots,0.2662643
2538,1,MS,roots,0.26340874
2539,1,MS,roots,0.27174851
2540,1,MS,roots,0.28455358
2541,1,MS,roots,0.29640278
2542,1,MS,roots,0.32671135
2543,1,MS,roots,0.35970461
2544,1,MS,roots,0.37724487
2545,1,MS,roots,0.38563199
2546,1,MS,roots,0.37457132
2547,1,MS,roots,0.35479866
2548,1,MS,roots,0.33640354
2549,1,MS,roots,0.32657439
2550,1,MS,roots,0.32633634
2551,1,MS,roots,0.32650212
2552,1,MS,roots,0.32645402
2553,1,MS,roots,0.32665929
2554,1,MS,roots,0.32660419
2555,1,MS,roots,0.32612015
2556,1,MS,roots,0.3244068
2557,1,MS,roots,0.32132734
2558,1,MS,roots,0.31803736
2559,1,MS,roots,0.31484709
2560,1,MS,roots,0.31151555
2561,1,MS,roots,0.30863523
2562,1,MS,roots,0.28116318
2563,1,MS,roots,0.29063073
2564,1,MS,roots,0.30528915
2565,1,MS,roots,0.32301539
2566,1,MS,roots,0.37766414
2567,1,MS,roots,0.45326152
2568,1,MS,roots,0.50073019
2569,1,MS,roots,0.51577248
2570,1,MS,roots,0.5080224
2571,1,MS,roots,0.50410739
2572,1,MS,roots,0.50654509
2573,1,MS,roots,0.50908646
2574,1,MS,roots,0.50944856
2575,1,MS,roots,0.50761119
2576,1,MS,roots,0.50504825
2577,1,MS,roots,0.50192989
2578,1,MS,roots,0.49845358
2579,1,MS,roots,0.49454838
2580,1,MS,roots,0.49098705
2581,1,MS,roots,0.48717724
2582,1,MS,roots,0.48329485
2583,1,MS,roots,0.48009795
2584,1,MS,roots,0.47593182
2585,1,MS,roots,0.4712696
2586,1,MS,roots,0.46880947
2587,1,MS,roots,0.47410876
2588,1,MS,roots,0.48565055
2589,1,MS,roots,0.50101694
2590,1,MS,roots,0.51797125
2591,1,MS,roots,0.54114298
2592,1,MS,roots,0.58414801
2593,1,MS,roots,0.60447454
2594,1,MS,roots,0.6030574
2595,1,MS,roots,0.6036707
2596,1,MS,roots,0.60691161
2597,1,MS,roots,0.60884272
2598,1,MS,roots,0.60869504
2599,1,MS,roots,0.60693862
2600,1,MS,roots,0.60549748
2601,1,MS,roots,0.60363437
2602,1,MS,roots,0.59925586
2603,1,MS,roots,0.59406967
2604,1,MS,roots,0.58919525
2605,1,MS,roots,0.5856278
2606,1,MS,roots,0.58318771
2607,1,MS,roots,0.58100594
2608,1,MS,roots,0.57864202
2609,1,MS,roots,0.57610162
2610,1,MS,roots,0.57442402
2611,1,MS,roots,0.57453715
2612,1,MS,roots,0.5756005
2613,1,MS,roots,0.57679944
2614,1,MS,roots,0.57754882
2615,1,MS,roots,0.5780939
2616,1,MS,roots,0.58508419
2617,1,MS,roots,0.60343246
2618,1,MS,roots,0.6184047
2619,1,MS,roots,0.63069901
2620,1,MS,roots,0.64399113
2621,1,MS,roots,0.65394189
2622,1,MS,roots,0.66202716
2623,1,MS,roots,0.6683591
2624,1,MS,roots,0.66933949
2625,1,MS,roots,0.6681917
2626,1,MS,roots,0.66639726
2627,1,MS,roots,0.66303799
2628,1,MS,roots,0.65902335
2629,1,MS,roots,0.65514009
2630,1,MS,roots,0.651416
2631,1,MS,roots,0.64858646
2632,1,MS,roots,0.64523476
2633,1,MS,roots,0.64154242
2634,1,MS,roots,0.64201123
2635,1,MS,roots,0.65252358
2636,1,MS,roots,0.67534767
2637,1,MS,roots,0.70485022
2638,1,MS,roots,0.73498366
2639,1,MS,roots,0.75874894
2640,1,MS,roots,0.75930155
2641,1,MS,roots,0.75831016
2642,1,MS,roots,0.74738293
2643,1,MS,roots,0.73263671
2644,1,MS,roots,0.71981241
2645,1,MS,roots,0.70686902
2646,1,MS,roots,0.68995573
2647,1,MS,roots,0.67844206
2648,1,MS,roots,0.67287608
2649,1,MS,roots,0.6675
2650,1,MS,roots,0.66058817
2651,1,MS,roots,0.64617417
2652,1,MS,roots,0.61561926
2653,1,MS,roots,0.59153655
2654,1,MS,roots,0.57429273
2655,1,MS,roots,0.55788152
2656,1,MS,roots,0.5452256
2657,1,MS,roots,0.53231576
2658,1,MS,roots,0.53435602
2659,1,MS,roots,0.55337994
2660,1,MS,roots,0.58095593
2661,1,MS,roots,0.62340964
2662,1,MS,roots,0.66697508
2663,1,MS,roots,0.70441433
2664,1,MS,roots,0.74760528
2665,1,MS,roots,0.76114459
2666,1,MS,roots,0.74648851
2667,1,MS,roots,0.7291072
2668,1,MS,roots,0.71798167
2669,1,MS,roots,0.71027803
2670,1,MS,roots,0.70340066
2671,1,MS,roots,0.69645608
2672,1,MS,roots,0.69018381
2673,1,MS,roots,0.68294433
2674,1,MS,roots,0.67393933
2675,1,MS,roots,0.66486606
2676,1,MS,roots,0.65660032
2677,1,MS,roots,0.6493887
2678,1,MS,roots,0.6427206
2679,1,MS,roots,0.63528222
2680,1,MS,roots,0.62868618
2681,1,MS,roots,0.62261804
2682,1,MS,roots,0.61844142
2683,1,MS,roots,0.61825903
2684,1,MS,roots,0.62622427
2685,1,MS,roots,0.6471372
2686,1,MS,roots,0.66916016
2687,1,MS,roots,0.68310798
2688,1,MS,roots,0.68681325
2689,1,MS,roots,0.68536742
2690,1,MS,roots,0.67545796
2691,1,MS,roots,0.66310001
2692,1,MS,roots,0.65335143
2693,1,MS,roots,0.64513803
2694,1,MS,roots,0.63761842
2695,1,MS,roots,0.63077854
2696,1,MS,roots,0.62485218
2697,1,MS,roots,0.61852496
2698,1,MS,roots,0.61174713
2699,1,MS,roots,0.60117733
2700,1,MS,roots,0.58589555
2701,1,MS,roots,0.56838443
2702,1,MS,roots,0.53712436
2703,1,MS,roots,0.51421377
2704,1,MS,roots,0.49833598
2705,1,MS,roots,0.48304352
2706,1,MS,roots,0.48058377
2707,1,MS,roots,0.49604487
2708,1,MS,roots,0.51054281
2709,1,MS,roots,0.51813502
2710,1,MS,roots,0.53594728
2711,1,MS,roots,0.56932737
2712,1,MS,roots,0.59197428
2713,1,MS,roots,0.58357424
2714,1,MS,roots,0.57586574
2715,1,MS,roots,0.56378725
2716,1,MS,roots,0.55470142
2717,1,MS,roots,0.54606115
2718,1,MS,roots,0.53182546
2719,1,MS,roots,0.51387017
2720,1,MS,roots,0.49808727
2721,1,MS,roots,0.49886426
2722,1,MS,roots,0.48746396
2723,1,MS,roots,0.48112428
2724,1,MS,roots,0.47552397
2725,1,MS,roots,0.46527342
2726,1,MS,roots,0.46598655
2727,1,MS,roots,0.46665185
2728,1,MS,roots,0.46256125
2729,1,MS,roots,0.45624069
2730,1,MS,roots,0.45292654
2731,1,MS,roots,0.46105146
2732,1,MS,roots,0.4820274
2733,1,MS,roots,0.50793658
2734,1,MS,roots,0.52553325
2735,1,MS,roots,0.54834192
2736,1,MS,roots,0.55736972
2737,1,MS,roots,0.55548441
2738,1,MS,roots,0.54413456
2739,1,MS,roots,0.53081529
2740,1,MS,roots,0.51919949
2741,1,MS,roots,0.50831858
2742,1,MS,roots,0.50287017
2743,1,MS,roots,0.49925071
2744,1,MS,roots,0.49361424
2745,1,MS,roots,0.48880279
2746,1,MS,roots,0.4848619
2747,1,MS,roots,0.48153255
2748,1,MS,roots,0.48201939
2749,1,MS,roots,0.46272173
2750,1,MS,roots,0.44365439
2751,1,MS,roots,0.43582316
2752,1,MS,roots,0.42517728
2753,1,MS,roots,0.40902355
2754,1,MS,roots,0.39805074
2755,1,MS,roots,0.41312558
2756,1,MS,roots,0.44962002
2757,1,MS,roots,0.48762644
2758,1,MS,roots,0.50385089
2759,1,MS,roots,0.53514567
2760,1,MS,roots,0.54795279
2761,1,MS,roots,0.54699571
2762,1,MS,roots,0.52528556
2763,1,MS,roots,0.49218092
2764,1,MS,roots,0.46887282
2765,1,MS,roots,0.46880917
2766,1,MS,roots,0.46972498
2767,1,MS,roots,0.47029202
2768,1,MS,roots,0.46884157
2769,1,MS,roots,0.46703022
2770,1,MS,roots,0.46497396
2771,1,MS,roots,0.46145247
2772,1,MS,roots,0.45668665
2773,1,MS,roots,0.45128856
2774,1,MS,roots,0.44706273
2775,1,MS,roots,0.44240223
2776,1,MS,roots,0.43819678
2777,1,MS,roots,0.43526248
2778,1,MS,roots,0.43621309
2779,1,MS,roots,0.44031206
2780,1,MS,roots,0.44605271
2781,1,MS,roots,0.4521069
2782,1,MS,roots,0.45848159
2783,1,MS,roots,0.46391568
2784,1,MS,roots,0.46937836
2785,1,MS,roots,0.47446704
2786,1,MS,roots,0.47859244
2787,1,MS,roots,0.4820385
2788,1,MS,roots,0.4852442
2789,1,MS,roots,0.48759674
2790,1,MS,roots,0.48888982
2791,1,MS,roots,0.48926623
2792,1,MS,roots,0.48966693
2793,1,MS,roots,0.48895791
2794,1,MS,roots,0.48773416
2795,1,MS,roots,0.48626017
2796,1,MS,roots,0.48448356
2797,1,MS,roots,0.48235186
2798,1,MS,roots,0.4799455
2799,1,MS,roots,0.47780035
2800,1,MS,roots,0.47525784
2801,1,MS,roots,0.47244349
2802,1,MS,roots,0.47209001
2803,1,MS,roots,0.47594674
2804,1,MS,roots,0.48627421
2805,1,MS,roots,0.4909837
2806,1,MS,roots,0.5395981
2807,1,MS,roots,0.6055982
2808,1,MS,roots,0.65854682
2809,1,MS,roots,0.65447353
2810,1,MS,roots,0.62239627
2811,1,MS,roots,0.59101152
2812,1,MS,roots,0.56516389
2813,1,MS,roots,0.55796605
2814,1,MS,roots,0.55470866
2815,1,MS,roots,0.55255173
2816,1,MS,roots,0.55044056
2817,1,MS,roots,0.54840674
2818,1,MS,roots,0.54618809
2819,1,MS,roots,0.54221285
2820,1,MS,roots,0.53648923
2821,1,MS,roots,0.53064989
2822,1,MS,roots,0.52519896
2823,1,MS,roots,0.52186264
2824,1,MS,roots,0.51685183
2825,1,MS,roots,0.51216602
2826,1,MS,roots,0.51408407
2827,1,MS,roots,0.5227798
2828,1,MS,roots,0.53805708
2829,1,MS,roots,0.55636226
2830,1,MS,roots,0.56613506
2831,1,MS,roots,0.5799718
2832,1,MS,roots,0.59521336
2833,1,MS,roots,0.61725701
2834,1,MS,roots,0.63018991
2835,1,MS,roots,0.62980857
2836,1,MS,roots,0.62778946
2837,1,MS,roots,0.62781428
2838,1,MS,roots,0.6282886
2839,1,MS,roots,0.6281066
2840,1,MS,roots,0.62756677
2841,1,MS,roots,0.62516145
2842,1,MS,roots,0.62273192
2843,1,MS,roots,0.62011438
2844,1,MS,roots,0.61787481
2845,1,MS,roots,0.61483261
2846,1,MS,roots,0.61185716
2847,1,MS,roots,0.60876478
2848,1,MS,roots,0.60438314
2849,1,MS,roots,0.60097295
2850,1,MS,roots,0.60245399
2851,1,MS,roots,0.60689175
2852,1,MS,roots,0.61754631
2853,1,MS,roots,0.63674376
2854,1,MS,roots,0.69067335
2855,1,MS,roots,0.7777351
2856,1,MS,roots,0.83245942
2857,1,MS,roots,0.86271696
2858,1,MS,roots,0.81958696
2859,1,MS,roots,0.76389031
2860,1,MS,roots,0.72714746
2861,1,MS,roots,0.71803894
2862,1,MS,roots,0.7111725
2863,1,MS,roots,0.70500759
2864,1,MS,roots,0.6976481
2865,1,MS,roots,0.68892671
2866,1,MS,roots,0.67925446
2867,1,MS,roots,0.66925787
2868,1,MS,roots,0.66027899
2869,1,MS,roots,0.65235726
2870,1,MS,roots,0.64433106
2871,1,MS,roots,0.63543998
2872,1,MS,roots,0.62892239
2873,1,MS,roots,0.62614253
2874,1,MS,roots,0.63488865
2875,1,MS,roots,0.65822802
2876,1,MS,roots,0.69247578
2877,1,MS,roots,0.73518511
2878,1,MS,roots,0.77635654
2879,1,MS,roots,0.84633212
2880,1,MS,roots,0.97564584
2881,1,MS,roots,1.0115592
2882,1,MS,roots,0.9586786
2883,1,MS,roots,0.90943717
2884,1,MS,roots,0.89818482
2885,1,MS,roots,0.89087286
2886,1,MS,roots,0.88424518
2887,1,MS,roots,0.87713101
2888,1,MS,roots,0.86809306
2889,1,MS,roots,0.85788257
2890,1,MS,roots,0.84839606
2891,1,MS,roots,0.83892885
2892,1,MS,roots,0.82829837
2893,1,MS,roots,0.81525899
2894,1,MS,roots,0.80732661
2895,1,MS,roots,0.80252443
2896,1,MS,roots,0.79768327
2897,1,MS,roots,0.79457615
2898,1,MS,roots,0.8003535
2899,1,MS,roots,0.8159099
2900,1,MS,roots,0.8367118
2901,1,MS,roots,0.8567115
2902,1,MS,roots,0.88074211
2903,1,MS,roots,0.91271871
2904,1,MS,roots,0.96281621
2905,1,MS,roots,0.98183954
2906,1,MS,roots,0.95603456
2907,1,MS,roots,0.95106529
2908,1,MS,roots,0.94783221
2909,1,MS,roots,0.94273213
2910,1,MS,roots,0.93538574
2911,1,MS,roots,0.92683504
2912,1,MS,roots,0.91573721
2913,1,MS,roots,0.90473674
2914,1,MS,roots,0.89875608
2915,1,MS,roots,0.89159994
2916,1,MS,roots,0.88639624
2917,1,MS,roots,0.88104043
2918,1,MS,roots,0.87575432
2919,1,MS,roots,0.87042181
2920,1,MS,roots,0.86507347
2921,1,MS,roots,0.86069608
2922,1,MS,roots,0.85854523
2923,1,MS,roots,0.85868124
2924,1,MS,roots,0.86396725
2925,1,MS,roots,0.88895582
2926,1,MS,roots,0.92238317
2927,1,MS,roots,0.97479481
2928,1,MS,roots,1.11742176
2929,1,MS,roots,1.15041199
2930,1,MS,roots,1.07676204
2931,1,MS,roots,1.00895925
2932,1,MS,roots,0.99637404
2933,1,MS,roots,0.990006
2934,1,MS,roots,0.9850369
2935,1,MS,roots,0.98015497
2936,1,MS,roots,0.97069852
2937,1,MS,roots,0.96476186
2938,1,MS,roots,0.96047344
2939,1,MS,roots,0.96106621
2940,1,MS,roots,0.96632677
2941,1,MS,roots,0.97769902
2942,1,MS,roots,0.98754931
2943,1,MS,roots,0.99806358
2944,1,MS,roots,1.00292144
2945,1,MS,roots,1.00837527
2946,1,MS,roots,1.04177458
2947,1,MS,roots,1.11654916
2948,1,MS,roots,1.20101179
2949,1,MS,roots,1.54607922
2950,1,MS,roots,1.76775103
2951,1,MS,roots,1.80016781
2952,1,MS,roots,1.77017656
2953,1,MS,roots,1.71848004
2954,1,MS,roots,1.61944376
2955,1,MS,roots,1.53977203
2956,1,MS,roots,1.50563101
2957,1,MS,roots,1.49985799
2958,1,MS,roots,1.43827422
2959,1,MS,roots,1.43263572
2960,1,MS,roots,1.38676596
2961,1,MS,roots,1.30497636
2962,1,MS,roots,1.3008807
2963,1,MS,roots,1.2606382
2964,1,MS,roots,1.30646554
2965,1,MS,roots,1.32746405
2966,1,MS,roots,1.32300949
2967,1,MS,roots,1.3565621
2968,1,MS,roots,1.3134174
2969,1,MS,roots,1.35906629
2970,1,MS,roots,1.39610841
2971,1,MS,roots,1.43485895
2972,1,MS,roots,1.51129824
2973,1,MS,roots,1.43867578
2974,1,MS,roots,1.86315126
2975,1,MS,roots,1.87121591
2976,1,MS,roots,1.99752398
2977,1,MS,roots,1.87214966
2978,1,MS,roots,1.6425167
2979,1,MS,roots,1.48424539
2980,1,MS,roots,1.28767427
2981,1,MS,roots,1.20558039
2982,1,MS,roots,1.2777413
2983,1,MS,roots,1.32716054
2984,1,MS,roots,1.28899959
2985,1,MS,roots,1.18181576
2986,1,MS,roots,1.18146939
2987,1,MS,roots,1.1925442
2988,1,MS,roots,1.25039041
2989,1,MS,roots,1.19098939
2990,1,MS,roots,1.20113726
2991,1,MS,roots,1.24576961
2992,1,MS,roots,1.23165806
2993,1,MS,roots,1.27105445
2994,1,MS,roots,1.342255
2995,1,MS,roots,1.47583303
2996,1,MS,roots,1.20458147
2997,1,MS,roots,1.45879895
2998,1,MS,roots,1.39070809
2999,1,MS,roots,1.55553176
3000,1,MS,roots,1.55517397
3001,1,MS,roots,1.59445931
3002,1,MS,roots,1.57725891
3003,1,MS,roots,1.49170913
3004,1,MS,roots,1.40912502
3005,1,MS,roots,1.36854462
3006,1,MS,roots,1.46117982
3007,1,MS,roots,1.51359084
3008,1,MS,roots,1.32074504
3009,1,MS,roots,1.31674473
3010,1,MS,roots,1.31302354
3011,1,MS,roots,1.31253429
3012,1,MS,roots,1.31318877
3013,1,MS,roots,1.31563833
3014,1,MS,roots,1.31650941
3015,1,MS,roots,1.32045225
3016,1,MS,roots,1.32418077
3017,1,MS,roots,1.3269339
3018,1,MS,roots,1.3406722
3019,1,MS,roots,1.37652424
3020,1,MS,roots,1.41550433
3021,1,MS,roots,1.47431134
3022,1,MS,roots,1.53659019
3023,1,MS,roots,1.60272422
3024,1,MS,roots,1.67869595
3025,1,MS,roots,1.70630782
3026,1,MS,roots,1.71097984
3027,1,MS,roots,1.70581801
3028,1,MS,roots,1.69576576
3029,1,MS,roots,1.68279937
3030,1,MS,roots,1.66979586
3031,1,MS,roots,1.65744592
3032,1,MS,roots,1.64314698
3033,1,MS,roots,1.62747097
3034,1,MS,roots,1.61435715
3035,1,MS,roots,1.60243331
3036,1,MS,roots,1.5906724
3037,1,MS,roots,1.57736015
3038,1,MS,roots,1.56383625
3039,1,MS,roots,1.55015611
3040,1,MS,roots,1.53827002
3041,1,MS,roots,1.52907625
3042,1,MS,roots,1.52605197
3043,1,MS,roots,1.53957619
3044,1,MS,roots,1.56310166
3045,1,MS,roots,1.58319125
3046,1,MS,roots,1.60217602
3047,1,MS,roots,1.62806215
3048,1,MS,roots,1.62744073
3049,1,MS,roots,1.61942898
3050,1,MS,roots,1.60436356
3051,1,MS,roots,1.5829121
3052,1,MS,roots,1.56121045
3053,1,MS,roots,1.54143589
3054,1,MS,roots,1.52153893
3055,1,MS,roots,1.50586337
3056,1,MS,roots,1.48890336
3057,1,MS,roots,1.47394549
3058,1,MS,roots,1.45661552
3059,1,MS,roots,1.44010715
3060,1,MS,roots,1.42228074
3061,1,MS,roots,1.40453329
3062,1,MS,roots,1.38756581
3063,1,MS,roots,1.37168059
3064,1,MS,roots,1.3544663
3065,1,MS,roots,1.33920349
3066,1,MS,roots,1.33014658
3067,1,MS,roots,1.33635907
3068,1,MS,roots,1.35491664
3069,1,MS,roots,1.43146718
3070,1,MS,roots,1.51759179
3071,1,MS,roots,1.59231736
3072,1,MS,roots,1.64866741
3073,1,MS,roots,1.71119105
3074,1,MS,roots,1.70914749
3075,1,MS,roots,1.68456118
3076,1,MS,roots,1.65201718
3077,1,MS,roots,1.61816949
3078,1,MS,roots,1.58336736
3079,1,MS,roots,1.54876345
3080,1,MS,roots,1.51543982
3081,1,MS,roots,1.48340505
3082,1,MS,roots,1.45418098
3083,1,MS,roots,1.42536131
3084,1,MS,roots,1.40071593
3085,1,MS,roots,1.37907019
3086,1,MS,roots,1.35862058
3087,1,MS,roots,1.33857186
3088,1,MS,roots,1.31683498
3089,1,MS,roots,1.30168962
3090,1,MS,roots,1.29138225
3091,1,MS,roots,1.28654934
3092,1,MS,roots,1.29024563
3093,1,MS,roots,1.29362084
3094,1,MS,roots,1.29301385
3095,1,MS,roots,1.28863823
3096,1,MS,roots,1.27548011
3097,1,MS,roots,1.25928154
3098,1,MS,roots,1.23751349
3099,1,MS,roots,1.21432846
3100,1,MS,roots,1.19119621
3101,1,MS,roots,1.16630389
3102,1,MS,roots,1.14697586
3103,1,MS,roots,1.12361573
3104,1,MS,roots,1.10239552
3105,1,MS,roots,1.084364
3106,1,MS,roots,1.06793462
3107,1,MS,roots,1.0531689
3108,1,MS,roots,1.03767825
3109,1,MS,roots,1.02532053
3110,1,MS,roots,1.009133
3111,1,MS,roots,0.99416774
3112,1,MS,roots,0.98090536
3113,1,MS,roots,0.97659775
3114,1,MS,roots,0.99417651
3115,1,MS,roots,1.04543639
3116,1,MS,roots,1.10007857
3117,1,MS,roots,1.15758174
3118,1,MS,roots,1.22322216
3119,1,MS,roots,1.26695124
3120,1,MS,roots,1.28676164
3121,1,MS,roots,1.3172968
3122,1,MS,roots,1.33934584
3123,1,MS,roots,1.33957685
3124,1,MS,roots,1.33249187
3125,1,MS,roots,1.31687362
3126,1,MS,roots,1.29711212
3127,1,MS,roots,1.27301484
3128,1,MS,roots,1.24686679
3129,1,MS,roots,1.22234722
3130,1,MS,roots,1.20088637
3131,1,MS,roots,1.18506558
3132,1,MS,roots,1.17185157
3133,1,MS,roots,1.16360624
3134,1,MS,roots,1.16162349
3135,1,MS,roots,1.15932704
3136,1,MS,roots,1.16007389
3137,1,MS,roots,1.16854563
3138,1,MS,roots,1.19706907
3139,1,MS,roots,1.23985676
3140,1,MS,roots,1.29121029
3141,1,MS,roots,1.35604913
3142,1,MS,roots,1.43307016
3143,1,MS,roots,1.5125377
3144,1,MS,roots,1.57541059
3145,1,MS,roots,1.62808838
3146,1,MS,roots,1.65880159
3147,1,MS,roots,1.66196767
3148,1,MS,roots,1.65543424
3149,1,MS,roots,1.64249883
3150,1,MS,roots,1.62885727
3151,1,MS,roots,1.61706139
3152,1,MS,roots,1.60564382
3153,1,MS,roots,1.59194893
3154,1,MS,roots,1.57899159
3155,1,MS,roots,1.5690274
3156,1,MS,roots,1.56058262
3157,1,MS,roots,1.55391578
3158,1,MS,roots,1.55210791
3159,1,MS,roots,1.55333145
3160,1,MS,roots,1.55540378
3161,1,MS,roots,1.56100936
3162,1,MS,roots,1.56631619
3163,1,MS,roots,1.57375833
3164,1,MS,roots,1.58330691
3165,1,MS,roots,1.58873281
3166,1,MS,roots,1.60061614
3167,1,MS,roots,1.61047775
3168,1,MS,roots,1.61082845
3169,1,MS,roots,1.60230052
3170,1,MS,roots,1.5885806
3171,1,MS,roots,1.56508484
3172,1,MS,roots,1.54053922
3173,1,MS,roots,1.51890125
3174,1,MS,roots,1.49789086
3175,1,MS,roots,1.47515797
3176,1,MS,roots,1.44993798
3177,1,MS,roots,1.42102806
3178,1,MS,roots,1.39953217
3179,1,MS,roots,1.38160112
3180,1,MS,roots,1.3735142
3181,1,MS,roots,1.36959033
3182,1,MS,roots,1.37296944
3183,1,MS,roots,1.37898533
3184,1,MS,roots,1.38237081
3185,1,MS,roots,1.39952455
3186,1,MS,roots,1.4436696
3187,1,MS,roots,1.53548865
3188,1,MS,roots,1.63534036
3189,1,MS,roots,1.75866377
3190,1,MS,roots,1.88162461
3191,1,MS,roots,1.98436869
3192,1,MS,roots,2.05700306
3193,1,MS,roots,2.1031662
3194,1,MS,roots,2.11335933
3195,1,MS,roots,2.10509752
3196,1,MS,roots,2.08347385
3197,1,MS,roots,2.05874632
3198,1,MS,roots,2.03295358
3199,1,MS,roots,2.004623
3200,1,MS,roots,1.97347477
3201,1,MS,roots,1.94078556
3202,1,MS,roots,1.90987466
3203,1,MS,roots,1.88338075
3204,1,MS,roots,1.87094298
3205,1,MS,roots,1.86781972
3206,1,MS,roots,1.87067288
3207,1,MS,roots,1.87860252
3208,1,MS,roots,1.89389836
3209,1,MS,roots,1.91007406
3210,1,MS,roots,1.92724812
3211,1,MS,roots,1.93506698
3212,1,MS,roots,1.95463346
3213,1,MS,roots,1.9825332
3214,1,MS,roots,2.03607831
3215,1,MS,roots,2.10171609
3216,1,MS,roots,2.14962707
3217,1,MS,roots,2.16954733
3218,1,MS,roots,2.16394187
3219,1,MS,roots,2.13922879
3220,1,MS,roots,2.11548193
3221,1,MS,roots,2.09453509
3222,1,MS,roots,2.07507557
3223,1,MS,roots,2.05882297
3224,1,MS,roots,2.04069338
3225,1,MS,roots,2.02251087
3226,1,MS,roots,2.00948815
3227,1,MS,roots,2.00365441
3228,1,MS,roots,2.00674364
3229,1,MS,roots,2.0153905
3230,1,MS,roots,2.03596598
3231,1,MS,roots,2.05339645
3232,1,MS,roots,2.06987578
3233,1,MS,roots,2.08772756
3234,1,MS,roots,2.12159706
3235,1,MS,roots,2.23976522
3236,1,MS,roots,2.36498823
3237,1,MS,roots,2.52032666
3238,1,MS,roots,2.63671961
3239,1,MS,roots,2.67513974
3240,1,MS,roots,2.66688264
3241,1,MS,roots,2.6345361
3242,1,MS,roots,2.6007275
3243,1,MS,roots,2.56346792
3244,1,MS,roots,2.52902322
3245,1,MS,roots,2.4962958
3246,1,MS,roots,2.45644601
3247,1,MS,roots,2.41340959
3248,1,MS,roots,2.36903715
3249,1,MS,roots,2.32778241
3250,1,MS,roots,2.30031498
3251,1,MS,roots,2.28381956
3252,1,MS,roots,2.27405282
3253,1,MS,roots,2.27313409
3254,1,MS,roots,2.2765797
3255,1,MS,roots,2.28037875
3256,1,MS,roots,2.28696415
3257,1,MS,roots,2.31895037
3258,1,MS,roots,2.40637819
3259,1,MS,roots,2.52404316
3260,1,MS,roots,2.66081201
3261,1,MS,roots,2.76397316
3262,1,MS,roots,2.89039171
3263,1,MS,roots,2.96622532
3264,1,MS,roots,3.05421135
3265,1,MS,roots,3.10008391
3266,1,MS,roots,3.11358375
3267,1,MS,roots,3.1023292
3268,1,MS,roots,3.08182493
3269,1,MS,roots,3.05675497
3270,1,MS,roots,3.03014881
3271,1,MS,roots,3.00563171
3272,1,MS,roots,2.9812635
3273,1,MS,roots,2.96675276
3274,1,MS,roots,2.95435836
3275,1,MS,roots,2.94485479
3276,1,MS,roots,2.94128849
3277,1,MS,roots,2.9413038
3278,1,MS,roots,2.93940775
3279,1,MS,roots,2.94563748
3280,1,MS,roots,2.95697569
3281,1,MS,roots,2.97103357
3282,1,MS,roots,2.99482116
3283,1,MS,roots,3.02758494
3284,1,MS,roots,3.05997847
3285,1,MS,roots,3.07644904
3286,1,MS,roots,3.08355897
3287,1,MS,roots,3.08594833
3288,1,MS,roots,3.07578064
3289,1,MS,roots,3.05502309
3290,1,MS,roots,3.01646755
3291,1,MS,roots,2.97569742
3292,1,MS,roots,2.93226329
3293,1,MS,roots,2.892267
3294,1,MS,roots,2.85719877
3295,1,MS,roots,2.8260078
3296,1,MS,roots,2.79597641
3297,1,MS,roots,2.76678453
3298,1,MS,roots,2.74181579
3299,1,MS,roots,2.71088162
3300,1,MS,roots,2.68496018
3301,1,MS,roots,2.66615064
3302,1,MS,roots,2.64637271
3303,1,MS,roots,2.62321765
3304,1,MS,roots,2.59798793
3305,1,MS,roots,2.58387014
3306,1,MS,roots,2.58826852
3307,1,MS,roots,2.63054321
3308,1,MS,roots,2.82289927
3309,1,MS,roots,2.96427045
3310,1,MS,roots,3.0342613
3311,1,MS,roots,3.07078613
3312,1,MS,roots,3.09705534
3313,1,MS,roots,3.09869345
3314,1,MS,roots,3.08774208
3315,1,MS,roots,3.03912532
3316,1,MS,roots,2.98291536
3317,1,MS,roots,2.91118915
3318,1,MS,roots,2.83350981
3319,1,MS,roots,2.74681727
3320,1,MS,roots,2.66036678
3321,1,MS,roots,2.56723394
3322,1,MS,roots,2.48043465
3323,1,MS,roots,2.40405166
3324,1,MS,roots,2.3348282
3325,1,MS,roots,2.27851279
3326,1,MS,roots,2.2100963
3327,1,MS,roots,2.13506176
3328,1,MS,roots,2.07153451
3329,1,MS,roots,2.02495494
3330,1,MS,roots,2.0255354
3331,1,MS,roots,2.05592631
3332,1,MS,roots,2.1017889
3333,1,MS,roots,2.10675243
3334,1,MS,roots,2.10817698
3335,1,MS,roots,2.1780978
3336,1,MS,roots,2.26430201
3337,1,MS,roots,2.30440444
3338,1,MS,roots,2.31067021
3339,1,MS,roots,2.28639687
3340,1,MS,roots,2.24293398
3341,1,MS,roots,2.18889219
3342,1,MS,roots,2.12986992
3343,1,MS,roots,2.06958071
3344,1,MS,roots,2.00765403
3345,1,MS,roots,1.94738404
3346,1,MS,roots,1.89068534
3347,1,MS,roots,1.83610331
3348,1,MS,roots,1.78509779
3349,1,MS,roots,1.73637245
3350,1,MS,roots,1.69694735
3351,1,MS,roots,1.6672801
3352,1,MS,roots,1.63366764
3353,1,MS,roots,1.60247073
3354,1,MS,roots,1.5859655
3355,1,MS,roots,1.60711604
3356,1,MS,roots,1.65410681
